title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
"Liza, the fox fairy",tt2210769,2015,P,Hungary,3,N/A,N/A,Comedy,0,0,M,7.6
600 millas [600 Miles],tt3685622,2015,F,Mexico,0,Lucia Films,R,Drama,0,2,M,5.5
Evolution,tt4291590,2015,F,France,1,N/A,NOT RATED,Horror,0,0,M,6.0
After the Ball,tt3717016,2015,P,Canada,3,Pacific Northwest Pictures,NOT RATED,Comedy,4,3,M,5.9
Legend,tt3569230,2015,P,UK,0,Universal Studios,R,Biography,0,2,M,7.0
Testament of Youth,tt1441953,2015,P,UK,1,Sony Pictures Classics,PG-13,Biography,1,0,M,7.3
Mission: Impossible - Rogue Nation,tt2381249,2015,F,USA,0,Paramount Pictures,PG-13,Action,0,4,M,7.4
Aloha,tt1243974,2015,P,USA,0,Sony Pictures,PG-13,Comedy,1,1,F,5.4
Cinderella,tt1661199,2015,P,USA,3,Walt Disney Pictures,PG,Drama,0,2,M,6.9
Miles Ahead,tt0790770,2015,F,USA,0,N/A,R,Biography,0,4,M,6.4
Wo shi zheng ren,tt4979652,2015,F,China,1,N/A,N/A,Action,0,1,M,5.9
Maryland,tt4085084,2015,F,France,1,Scope Pictures,UNRATED,Drama,1,0,F,6.2
Point Break,tt2058673,2015,F,China,0,Warner Bros. Pictures,PG-13,Action,0,0,M,5.3
Stitcher,tt4858280,2015,F,Ireland,0,N/A,N/A,Short,0,0,M,
Uncanny,tt2321502,2015,F,USA,0,Accelerated Manner,NOT RATED,Drama,0,0,M,6.3
"Phoenix Project, The",tt3430042,2015,F,USA,0,FilmBuff,NOT RATED,Drama,0,1,M,4.2
Office,tt4392726,2015,P,China,0,N/A,N/A,Comedy,1,0,M,6.1
You&#39;re My Boss,tt4489160,2015,F,Philippines,3,N/A,TV-PG,Comedy,0,0,M,6.2
"Longest Ride, The",tt2726560,2015,P,USA,0,20th Century Fox,PG-13,Drama,0,2,M,7.1
"Case of Hana and Alice, The",tt4125300,2015,P,Japan,4,N/A,N/A,Animation,0,0,M,7.2
Sicario,tt3397884,2015,F,USA,0,Lionsgate,R,Action,1,1,M,7.6
Z for Zachariah,tt1598642,2015,F,Iceland,1,Roadside Attractions,PG-13,Drama,0,1,M,6.0
"Blackcoat&#39;s Daughter, The",tt3286052,2015,P,Canada,0,A24 and DIRECTV,R,Horror,0,0,M,5.9
"Danish Girl, The",tt0810819,2015,P,UK,0,Focus Features,R,Biography,0,1,M,7.1
Fantastic Four,tt1502712,2015,F,USA,0,20th Century Fox,PG-13,Action,0,4,M,4.3
Queen of Katwe,tt4341582,2016,P,USA,2,Walt Disney Studios,PG,Biography,0,1,F,7.4
Hated in the Nation,tt5709236,2016,P,UK,1,,N/A,Drama,1,1,M,8.6
House on Willow Street,tt4961380,2016,P,South Africa,4,N/A,UNRATED,Action,1,1,M,5.1
Norm of the North,tt1594972,2016,P,USA,0,Lionsgate,PG,Animation,0,3,M,3.6
Passengers,tt1355644,2016,F,USA,0,Columbia Pictures,PG-13,Drama,0,1,M,7.0
Everybody Wants Some,tt2937696,2016,F,USA,0,Paramount Pictures,R,Comedy,0,1,M,7.0
20th Century Women,tt4385888,2016,P,USA,2,A24 Films,R,Comedy,0,1,M,7.3
Almost Christmas,tt4649416,2016,P,USA,0,Will Packer Productions,PG-13,Comedy,0,1,M,6.1
Demain tout commence,tt5078204,2016,P,France,3,Vendôme Production,N/A,Comedy,1,3,M,7.4
Silence,tt0490215,2016,F,Mexico,0,Paramount Pictures,R,Adventure,0,2,M,7.2
Spa Night,tt5254640,2016,P,USA,0,Nonetheless Productions,UNRATED,Drama,0,1,M,5.8
"Girl on the Train, The",tt3631112,2016,P,USA,1,Universal Pictures,R,Crime,2,0,M,6.5
"Boss, The",tt2702724,2016,P,USA,3,Universal Pictures,R,Comedy,1,2,M,5.4
Free Fire,tt4158096,2016,F,UK,0,A24 Films,R,Action,1,1,M,6.4
A Dark Song,tt4805316,2016,F,Ireland,1,Samson Films,UNRATED,Drama,0,1,M,6.1
Approaching the Unknown,tt2674430,2016,F,USA,0,3311 Productions,R,Drama,0,2,M,4.8
Nowhere Boys: The Book of Shadows,tt4836736,2016,P,Australia,0,N/A,N/A,Drama,0,4,M,5.1
"Transfiguration, The",tt5039088,2016,F,USA,0,Transfiguration Prods.,NOT RATED,Drama,0,1,M,6.0
Final Fantasy XV,tt5595168,2016,P,Japan,0,Square Enix Company,PG-13,Animation,0,0,M,6.8
Pride and Prejudice and Zombies,tt1374989,2016,P,USA,0,Sony Pictures,PG-13,Action,1,1,M,5.8
Resident Evil: The Final Chapter,tt2592614,2016,P,UK,0,Sony Pictures,R,Action,0,1,M,5.6
"Great Wall, The",tt2034800,2016,F,USA,0,Universal Pictures,PG-13,Action,0,5,M,6.0
Ice Age: Collision Course,tt3416828,2016,P,USA,0,20th Century Fox,PG,Animation,1,2,M,5.7
Petersburg: a selfie,tt5789664,2016,P,Russia,0,N/A,N/A,Comedy,4,0,M,5.9
magnificent 7,tt2404435,2016,F,USA,0,Sony Pictures,PG-13,Action,1,1,M,6.9
Always Shine,tt4392770,2016,P,USA,0,Little Teeth Pictures,UNRATED,Drama,0,1,F,5.6
Monster Trucks,tt3095734,2016,F,USA,0,Paramount Pictures,PG,Action,0,4,M,5.7
Little Door Gods,tt4788934,2016,P,China,0,The Weinstein Company,N/A,Animation,0,2,M,5.4
"Shallows, The",tt4052882,2016,P,USA,1,Ombra Films,PG-13,Drama,0,1,M,6.3
"Belko Experiment, The",tt1082807,2016,P,USA,0,BH Tilt,R,Action,0,1,M,6.1
Tallulah,tt1639084,2016,P,USA,2,Netflix,N/A,Comedy,0,0,M,6.7
Jane Got a Gun,tt2140037,2016,F,USA,3,Relativity Media,R,Action,0,4,M,5.9
Dear Eleanor,tt2927212,2016,P,USA,0,Nine Nights,PG-13,Adventure,2,0,M,6.0
"Red Turtle, The",tt3666024,2016,F,France,0,Studio Ghibli,PG,Animation,0,2,M,7.5
"Divergent Series: Allegiant, The",tt3410834,2016,P,USA,0,Lionsgate,PG-13,Action,1,2,M,5.7
Electra Woman and Dyna Girl,tt4644822,2016,P,USA,0,,N/A,Comedy,0,0,M,5.4
Finding Dory,tt2277860,2016,P,USA,1,Walt Disney Pictures/PIXAR,PG,Animation,1,2,M,7.3
"BFG, The",tt3691740,2016,P,USA,2,Walt Disney Pictures,PG,Adventure,1,0,M,6.4
Doukyuusei,tt5526028,2016,F,Japan,0,Aniplex,N/A,Animation,0,0,M,7.8
I Am the Pretty Thing That Lives in the House,tt5059406,2016,P,Canada,0,Netflix,N/A,Horror,0,0,M,4.6
Tenemos la carne [We Are the Flesh],tt4682708,2016,F,Mexico,0,N/A,NOT RATED,Drama,0,1,M,4.7
Don&#39;t Hang Up,tt3610746,2016,F,UK,0,N/A,R,Horror,0,1,M,5.6
Un homme a la hauteur,tt4699388,2016,P,France,1,N/A,N/A,Comedy,0,1,M,6.3
Their Finest,tt1661275,2016,P,UK,0,EuropaCorp / STXfilms,R,Comedy,0,0,M,6.8
Sand Castle,tt2582576,2017,F,USA,0,Netflix,TV-MA,Drama,0,1,M,6.3
Creep 2,tt3654796,2017,F,USA,2,The Orchard,NOT RATED,Horror,0,2,M,6.4
"Big Sick, The",tt5462602,2017,P,USA,1,Amazon Studios,R,Comedy,1,0,M,7.6
"Incredible Jessica James, The",tt5990342,2017,P,USA,0,Netflix,N/A,Comedy,0,0,M,6.5
"LEGO Batman Movie, The",tt4116284,2017,P,USA,0,Warner Bros. Pictures,PG,Animation,0,9,M,7.3
My Little Pony: The Movie,tt4131800,2017,P,USA,0,Lionsgate,PG,Animation,3,2,M,6.1
Wonder,tt2543472,2017,P,USA,0,Lionsgate,PG,Drama,0,3,M,8.0
Dance Academy: The Movie,tt5834660,2017,P,Germany,0,Cinedigm,N/A,Drama,1,0,M,7.0
MFKZ,tt4717402,2017,F,France,0,Fathom Events,N/A,Animation,0,0,M,6.9
Ver&oacute;nica,tt5862312,2017,P,Spain,2,N/A,TV-MA,Drama,0,1,M,6.2
Ferdinand,tt3411444,2017,P,USA,0,Blue Sky Studio/20th Century Fox,PG,Animation,0,3,M,6.7
Dunkirk,tt5013056,2017,F,UK,0,Warner Bros. Pictures,PG-13,Action,0,1,M,7.9
Death Note,tt1241317,2017,F,USA,0,Vertigo Entertainment,TV-MA,Adventure,0,1,M,4.6
Table 19,tt1412528,2017,P,USA,0,Fox Searchlight Pictures,PG-13,Comedy,0,4,M,5.8
Diary of a Wimpy Kid: The Long Haul,tt6003368,2017,F,USA,0,20th Century Fox,PG,Comedy,0,1,M,4.4
"Escape, The",tt6069126,2017,P,UK,2,N/A,N/A,Drama,0,1,M,5.9
"Dinner, The",tt3203620,2017,P,USA,0,Chubbco Film Co.,R,Crime,0,0,M,4.5
Thoroughbreds,tt5649108,2017,P,USA,0,Focus Features,R,Comedy,0,1,M,6.8
Wish Upon,tt5322012,2017,P,USA,1,Broad Green Pictures,PG-13,Fantasy,1,0,M,5.1
God&#39;s Own Country,tt5635086,2017,F,UK,0,Samuel Goldwyn Films,NOT RATED,Drama,0,1,M,7.7
I Can Speak,tt7342204,2017,P,South Korea,3,N/A,N/A,Comedy,0,0,M,7.6
Revenge,tt6738136,2017,F,France,0,N/A,R,Action,0,0,M,6.3
An Elephant Sitting Still (Da xiang xi di er zuo),tt8020896,2018,F,China,0,N/A,N/A,Drama,0,0,M,7.9
Hearts Beat Loud,tt7158430,2018,P,USA,2,Gunpowder & Sky,PG-13,Comedy,0,2,M,6.9
Tully,tt5610554,2018,P,USA,2,Focus Features,R,Comedy,0,0,M,7.0
Jurassic World: Fallen Kingdom,tt4881806,2018,P,USA,0,Universal Pictures,PG-13,Action,0,3,M,6.2
